<Date>, <Time>, <Price>, <Volume>
8/8/2022,16:03:25.469,1.02012,200
8/8/2022,16:03:26.526,1.02009,200
8/8/2022,16:03:27.584,1.02009,300
8/8/2022,16:03:30.760,1.02009,200
8/8/2022,16:03:32.877,1.01995,100
8/8/2022,16:03:33.936,1.01993,150
8/8/2022,16:03:37.112,1.01993,300
8/8/2022,16:03:39.227,1.01993,150
8/8/2022,16:03:42.402,1.01992,150
8/8/2022,16:03:43.460,1.01992,250
8/8/2022,16:03:45.576,1.01997,50
8/8/2022,16:03:46.635,1.01998,250
8/8/2022,16:03:47.692,1.02000,50
8/8/2022,16:03:48.751,1.02002,50
8/8/2022,16:03:49.809,1.02005,100
8/8/2022,16:03:50.866,1.02006,50
8/8/2022,16:03:51.924,1.02007,50
8/8/2022,16:03:52.982,1.02003,200
8/8/2022,16:03:55.098,1.02003,150
8/8/2022,16:03:56.155,1.02006,50
8/8/2022,16:03:57.212,1.02004,100
8/8/2022,16:03:59.329,1.02006,50
8/8/2022,16:04:00.386,1.02006,100
8/8/2022,16:04:01.442,1.02005,200
8/8/2022,16:04:03.555,1.02006,100
8/8/2022,16:04:04.610,1.02006,150
8/8/2022,16:04:05.666,1.02007,50
8/8/2022,16:04:07.778,1.02006,100
8/8/2022,16:04:08.834,1.01995,3
8/8/2022,16:04:09.890,1.01994,50
8/8/2022,16:04:10.946,1.01994,100
8/8/2022,16:04:12.002,1.01984,11
8/8/2022,16:04:13.057,1.01977,8
8/8/2022,16:04:14.113,1.01977,50
8/8/2022,16:04:15.169,1.01977,100
8/8/2022,16:04:16.226,1.01975,50
8/8/2022,16:04:17.283,1.01974,50
8/8/2022,16:04:19.396,1.01972,50
8/8/2022,16:04:21.509,1.01978,50
8/8/2022,16:04:22.565,1.01977,50
8/8/2022,16:04:25.736,1.01974,50
8/8/2022,16:04:26.792,1.01978,50
8/8/2022,16:04:27.851,1.01977,50
8/8/2022,16:04:33.144,1.01979,50
8/8/2022,16:04:34.201,1.01982,200
8/8/2022,16:04:35.260,1.01981,150
8/8/2022,16:04:39.489,1.01979,50
8/8/2022,16:04:40.546,1.01980,200
8/8/2022,16:04:41.604,1.01977,50
8/8/2022,16:04:42.661,1.01973,300
8/8/2022,16:04:43.718,1.01977,50
8/8/2022,16:04:44.774,1.01979,200
8/8/2022,16:04:45.831,1.01983,150
8/8/2022,16:04:46.889,1.01984,150
8/8/2022,16:04:47.946,1.01984,50
8/8/2022,16:04:50.063,1.01985,250
8/8/2022,16:04:51.121,1.01985,50
8/8/2022,16:04:55.354,1.01989,200
8/8/2022,16:04:56.411,1.01996,150
8/8/2022,16:04:57.469,1.02002,200
8/8/2022,16:04:58.528,1.02002,250
8/8/2022,16:04:59.586,1.02002,200
8/8/2022,16:05:00.642,1.02004,100
8/8/2022,16:05:01.699,1.02005,150
8/8/2022,16:05:02.756,1.02004,250
8/8/2022,16:05:03.812,1.02003,300
8/8/2022,16:05:04.869,1.02005,150
8/8/2022,16:05:05.928,1.02006,150
8/8/2022,16:05:06.985,1.02005,150
8/8/2022,16:05:08.043,1.02005,100
8/8/2022,16:05:09.101,1.02003,200
8/8/2022,16:05:10.159,1.02004,150
8/8/2022,16:05:13.328,1.02005,150
8/8/2022,16:05:14.385,1.02018,200
8/8/2022,16:05:15.442,1.02017,251
8/8/2022,16:05:16.500,1.02018,100
8/8/2022,16:05:17.558,1.02018,200
8/8/2022,16:05:18.616,1.02020,150
8/8/2022,16:05:20.733,1.02019,2
8/8/2022,16:05:22.848,1.02016,1
8/8/2022,16:05:23.905,1.02013,250
8/8/2022,16:05:24.962,1.02025,200
8/8/2022,16:05:26.020,1.02021,200
8/8/2022,16:05:30.250,1.02018,200
8/8/2022,16:05:31.307,1.02015,5
8/8/2022,16:05:32.363,1.02019,100
8/8/2022,16:05:33.421,1.02019,150
8/8/2022,16:05:35.533,1.02019,100
8/8/2022,16:05:36.591,1.02014,163
8/8/2022,16:05:37.650,1.02012,50
8/8/2022,16:05:38.708,1.02000,50
8/8/2022,16:05:39.767,1.02003,150
8/8/2022,16:05:40.825,1.02004,200
8/8/2022,16:05:41.883,1.02004,100
8/8/2022,16:05:42.941,1.02009,100
8/8/2022,16:05:45.059,1.02011,100
8/8/2022,16:05:46.117,1.02011,250
8/8/2022,16:05:47.175,1.02010,50
8/8/2022,16:05:48.233,1.02010,300
8/8/2022,16:05:49.291,1.02012,300
8/8/2022,16:05:52.466,1.02018,50
8/8/2022,16:05:53.524,1.02017,50
8/8/2022,16:05:55.641,1.02017,250
8/8/2022,16:05:57.755,1.02016,50
8/8/2022,16:05:58.812,1.02018,100
8/8/2022,16:06:01.988,1.02017,100
8/8/2022,16:06:05.164,1.02015,250
8/8/2022,16:06:09.395,1.02008,200
8/8/2022,16:06:10.452,1.02002,150
8/8/2022,16:06:11.509,1.02006,100
8/8/2022,16:06:13.623,1.02001,300
8/8/2022,16:06:14.682,1.02002,100
8/8/2022,16:06:15.740,1.02002,150
8/8/2022,16:06:16.799,1.02007,50
8/8/2022,16:06:17.857,1.02006,250
8/8/2022,16:06:18.913,1.02007,300
8/8/2022,16:06:19.970,1.02007,200
8/8/2022,16:06:22.084,1.02007,300
8/8/2022,16:06:25.257,1.02003,150
8/8/2022,16:06:26.313,1.02003,250
8/8/2022,16:06:27.370,1.02003,100
8/8/2022,16:06:29.484,1.02002,150
8/8/2022,16:06:30.542,1.02003,250
8/8/2022,16:06:33.713,1.02011,200
8/8/2022,16:06:34.770,1.02017,100
8/8/2022,16:06:35.826,1.02012,100
8/8/2022,16:06:38.996,1.02010,150
8/8/2022,16:06:40.053,1.02009,200
8/8/2022,16:06:41.110,1.02003,100
8/8/2022,16:06:42.166,1.02002,200
8/8/2022,16:06:45.339,1.02003,100
8/8/2022,16:06:46.394,1.02002,200
8/8/2022,16:06:47.451,1.02002,150
8/8/2022,16:06:48.508,1.02000,150
8/8/2022,16:06:49.564,1.02001,50
8/8/2022,16:06:50.622,1.02003,150
8/8/2022,16:06:51.679,1.02002,250
8/8/2022,16:06:52.736,1.01990,200
8/8/2022,16:06:56.963,1.01990,50
8/8/2022,16:06:58.021,1.01988,200
8/8/2022,16:06:59.079,1.01991,150
8/8/2022,16:07:00.137,1.01991,100
8/8/2022,16:07:03.311,1.01990,200
8/8/2022,16:07:06.486,1.01991,150
8/8/2022,16:07:07.310,1.01991,149
8/8/2022,16:07:07.544,1.01991,150
8/8/2022,16:07:08.602,1.01983,150
8/8/2022,16:07:10.719,1.01984,400
8/8/2022,16:07:11.776,1.01986,100
8/8/2022,16:07:13.892,1.01987,300
8/8/2022,16:07:14.949,1.01984,50
8/8/2022,16:07:16.006,1.01986,100
8/8/2022,16:07:23.410,1.01979,50
8/8/2022,16:07:23.413,1.01979,49
8/8/2022,16:07:24.468,1.01976,200
8/8/2022,16:07:25.524,1.01979,50
8/8/2022,16:07:29.751,1.01983,50
8/8/2022,16:07:30.808,1.01986,150
8/8/2022,16:07:32.922,1.01986,50
8/8/2022,16:07:33.981,1.01988,50
8/8/2022,16:07:39.267,1.01985,252
8/8/2022,16:07:41.382,1.01986,100
8/8/2022,16:07:42.440,1.01987,150
8/8/2022,16:07:44.555,1.01988,100
8/8/2022,16:07:46.673,1.01993,50
8/8/2022,16:07:47.731,1.01993,100
8/8/2022,16:07:49.847,1.01998,100
8/8/2022,16:07:51.962,1.01997,150
8/8/2022,16:07:53.018,1.01998,100
8/8/2022,16:07:56.192,1.01996,150
8/8/2022,16:07:57.249,1.01998,100
8/8/2022,16:07:58.306,1.01998,150
8/8/2022,16:07:59.364,1.01989,100
8/8/2022,16:08:00.422,1.01989,150
8/8/2022,16:08:01.480,1.01989,100
8/8/2022,16:08:05.708,1.01988,150
8/8/2022,16:08:06.767,1.01990,100
8/8/2022,16:08:07.825,1.01983,100
8/8/2022,16:08:12.055,1.01972,50
8/8/2022,16:08:12.058,1.01972,49
8/8/2022,16:08:13.113,1.01972,150
8/8/2022,16:08:14.171,1.01972,250
8/8/2022,16:08:15.228,1.01974,150
8/8/2022,16:08:16.286,1.01975,200
8/8/2022,16:08:17.344,1.01973,150
8/8/2022,16:08:18.402,1.01973,300
8/8/2022,16:08:19.460,1.01973,150
8/8/2022,16:08:21.576,1.01971,200
8/8/2022,16:08:22.634,1.01972,50
8/8/2022,16:08:23.691,1.01970,50
8/8/2022,16:08:25.806,1.01969,300
8/8/2022,16:08:26.863,1.01970,50
8/8/2022,16:08:28.978,1.01969,300
8/8/2022,16:08:30.035,1.01970,50
8/8/2022,16:08:33.206,1.01970,300
8/8/2022,16:08:34.262,1.01970,50
8/8/2022,16:08:35.320,1.01972,50
8/8/2022,16:08:36.379,1.01971,150
8/8/2022,16:08:38.496,1.01972,50
8/8/2022,16:08:39.554,1.01973,200
8/8/2022,16:08:40.613,1.01973,100
8/8/2022,16:08:43.784,1.01969,300
8/8/2022,16:08:51.189,1.01972,150
8/8/2022,16:08:52.247,1.01975,50
8/8/2022,16:08:53.306,1.01973,200
8/8/2022,16:08:54.364,1.01971,100
8/8/2022,16:08:55.422,1.01970,150
8/8/2022,16:08:56.479,1.01970,300
8/8/2022,16:08:57.537,1.01971,100
8/8/2022,16:08:58.593,1.01969,300
8/8/2022,16:09:02.824,1.01969,250
8/8/2022,16:09:11.278,1.01973,50
8/8/2022,16:09:12.335,1.01973,200
8/8/2022,16:09:13.392,1.01985,250
8/8/2022,16:09:14.450,1.01983,250
8/8/2022,16:09:15.508,1.01984,100
8/8/2022,16:09:16.568,1.01983,150
8/8/2022,16:09:17.625,1.01981,200
8/8/2022,16:09:20.795,1.01979,300
8/8/2022,16:09:21.851,1.01980,50
8/8/2022,16:09:22.907,1.01979,300
8/8/2022,16:09:23.965,1.01984,50
8/8/2022,16:09:25.023,1.01988,100
8/8/2022,16:09:27.140,1.01988,200
8/8/2022,16:09:28.197,1.01988,100
8/8/2022,16:09:29.253,1.01987,300
8/8/2022,16:09:30.310,1.01985,300
8/8/2022,16:09:32.423,1.01986,100
8/8/2022,16:09:35.595,1.01987,250
8/8/2022,16:09:36.653,1.01988,100
8/8/2022,16:09:38.770,1.01986,100
8/8/2022,16:09:44.063,1.01985,300
8/8/2022,16:09:45.120,1.01984,100
8/8/2022,16:09:46.178,1.01989,100
8/8/2022,16:09:48.294,1.01988,150
8/8/2022,16:09:49.352,1.01988,100
8/8/2022,16:09:55.701,1.01990,100
8/8/2022,16:09:59.935,1.01987,200
8/8/2022,16:10:02.053,1.01988,100
8/8/2022,16:10:04.169,1.01986,100
8/8/2022,16:10:05.227,1.01985,100
8/8/2022,16:10:06.286,1.01987,250
8/8/2022,16:10:07.344,1.01983,100
8/8/2022,16:10:08.403,1.01982,200
8/8/2022,16:10:09.462,1.01976,100
8/8/2022,16:10:10.520,1.01975,100
8/8/2022,16:10:11.579,1.01975,200
8/8/2022,16:10:12.637,1.01975,100
8/8/2022,16:10:13.696,1.01978,100
8/8/2022,16:10:14.754,1.01976,400
8/8/2022,16:10:15.811,1.01974,200
8/8/2022,16:10:16.867,1.01974,150
8/8/2022,16:10:20.037,1.01971,100
8/8/2022,16:10:21.094,1.01971,200
8/8/2022,16:10:23.208,1.01971,100
8/8/2022,16:10:28.490,1.01972,150
8/8/2022,16:10:34.831,1.01969,300
8/8/2022,16:10:35.890,1.01969,100
8/8/2022,16:10:36.948,1.01965,100
8/8/2022,16:10:38.006,1.01967,300
8/8/2022,16:10:39.063,1.01966,100
8/8/2022,16:10:41.178,1.01964,150
8/8/2022,16:10:42.236,1.01964,122
8/8/2022,16:10:43.294,1.01957,100
8/8/2022,16:10:44.352,1.01954,100
8/8/2022,16:10:45.410,1.01955,250
8/8/2022,16:10:46.468,1.01955,150
8/8/2022,16:10:47.526,1.01955,100
8/8/2022,16:10:48.584,1.01954,300
8/8/2022,16:10:49.643,1.01954,200
8/8/2022,16:10:50.701,1.01953,100
8/8/2022,16:10:52.817,1.01952,150
8/8/2022,16:10:53.874,1.01953,100
8/8/2022,16:10:55.989,1.01953,150
8/8/2022,16:10:59.163,1.01957,50
8/8/2022,16:11:00.220,1.01955,200
8/8/2022,16:11:02.333,1.01953,200
8/8/2022,16:11:03.391,1.01954,50
8/8/2022,16:11:07.621,1.01958,50
8/8/2022,16:11:08.677,1.01958,150
8/8/2022,16:11:11.850,1.01959,150
8/8/2022,16:11:12.908,1.01962,0
8/8/2022,16:11:13.966,1.01959,150
8/8/2022,16:11:15.024,1.01959,200
8/8/2022,16:11:16.080,1.01961,100
8/8/2022,16:11:17.137,1.01960,200
8/8/2022,16:11:22.418,1.01968,250
8/8/2022,16:11:23.474,1.01968,100
8/8/2022,16:11:25.587,1.01974,200
8/8/2022,16:11:26.644,1.01974,150
8/8/2022,16:11:27.700,1.01974,100
8/8/2022,16:11:28.758,1.01974,150
8/8/2022,16:11:29.816,1.01975,50
8/8/2022,16:11:30.874,1.01976,200
8/8/2022,16:11:32.989,1.01976,100
8/8/2022,16:11:35.105,1.01976,300
8/8/2022,16:11:36.161,1.01977,50
8/8/2022,16:11:37.218,1.01978,50
8/8/2022,16:11:42.500,1.01978,150
8/8/2022,16:11:44.612,1.01978,250
8/8/2022,16:11:45.669,1.01978,150
8/8/2022,16:11:47.782,1.01978,250
8/8/2022,16:11:48.838,1.01978,200
8/8/2022,16:11:49.895,1.01979,100
8/8/2022,16:11:50.950,1.01975,250
8/8/2022,16:11:52.006,1.01976,100
8/8/2022,16:11:53.062,1.01977,50
8/8/2022,16:11:54.118,1.01978,250
8/8/2022,16:11:55.174,1.01977,300
8/8/2022,16:11:56.231,1.01977,250
8/8/2022,16:11:57.287,1.01977,300
8/8/2022,16:11:58.342,1.01978,100
8/8/2022,16:11:59.399,1.01983,150
8/8/2022,16:12:00.455,1.01983,50
8/8/2022,16:12:01.511,1.01984,200
8/8/2022,16:12:02.567,1.01984,250
8/8/2022,16:12:04.682,1.01984,200
8/8/2022,16:12:05.740,1.01984,250
8/8/2022,16:12:06.729,1.01984,249
8/8/2022,16:12:06.798,1.01984,250
8/8/2022,16:12:07.856,1.01988,200
8/8/2022,16:12:13.147,1.01993,150
8/8/2022,16:12:17.379,1.01994,150
8/8/2022,16:12:24.784,1.01993,250
8/8/2022,16:12:25.841,1.01993,150
8/8/2022,16:12:26.899,1.01993,100
8/8/2022,16:12:27.957,1.01992,150
8/8/2022,16:12:29.016,1.01989,150
8/8/2022,16:12:30.075,1.01990,150
8/8/2022,16:12:31.133,1.01992,150
8/8/2022,16:12:33.250,1.01992,100
8/8/2022,16:12:34.309,1.01992,50
8/8/2022,16:12:37.484,1.01992,250
8/8/2022,16:12:38.543,1.01993,50
8/8/2022,16:12:39.601,1.01998,200
8/8/2022,16:12:40.660,1.01999,150
8/8/2022,16:12:41.718,1.02000,150
8/8/2022,16:12:42.777,1.02002,50
8/8/2022,16:12:43.835,1.01999,150
8/8/2022,16:12:48.066,1.01999,250
8/8/2022,16:12:49.124,1.02003,100
8/8/2022,16:12:50.182,1.02004,200
8/8/2022,16:12:51.239,1.02005,100
8/8/2022,16:12:52.295,1.02005,150
8/8/2022,16:12:55.466,1.02005,200
8/8/2022,16:12:56.524,1.02005,100
8/8/2022,16:12:58.642,1.02004,200
8/8/2022,16:12:59.700,1.02007,100
8/8/2022,16:13:00.759,1.02000,200
8/8/2022,16:13:01.815,1.01998,100
8/8/2022,16:13:02.874,1.02002,100
8/8/2022,16:13:04.988,1.01997,200
8/8/2022,16:13:07.105,1.01993,150
8/8/2022,16:13:08.163,1.01992,100
8/8/2022,16:13:12.396,1.01989,200
8/8/2022,16:13:13.455,1.01988,450
8/8/2022,16:13:14.513,1.01988,250
8/8/2022,16:13:15.570,1.01988,200
8/8/2022,16:13:16.628,1.01988,150
8/8/2022,16:13:19.803,1.01990,150
8/8/2022,16:13:21.920,1.01988,150
8/8/2022,16:13:26.151,1.01984,150
8/8/2022,16:13:27.209,1.01980,150
8/8/2022,16:13:30.384,1.01986,150
8/8/2022,16:13:32.498,1.01984,350
8/8/2022,16:13:33.557,1.01985,100
8/8/2022,16:13:34.615,1.01984,150
8/8/2022,16:13:35.673,1.01981,150
8/8/2022,16:13:36.732,1.01980,150
8/8/2022,16:13:38.848,1.01977,200
8/8/2022,16:13:40.966,1.01978,100
8/8/2022,16:13:42.025,1.01974,150
8/8/2022,16:13:43.083,1.01974,100
8/8/2022,16:13:44.142,1.01972,150
8/8/2022,16:13:45.201,1.01971,100
8/8/2022,16:13:46.260,1.01972,250
8/8/2022,16:13:47.319,1.01973,150
8/8/2022,16:13:48.377,1.01973,100
8/8/2022,16:13:50.493,1.01972,200
8/8/2022,16:13:51.552,1.01972,150
8/8/2022,16:13:52.610,1.01972,100
8/8/2022,16:13:53.668,1.01970,150
8/8/2022,16:13:54.727,1.01970,200
8/8/2022,16:13:55.784,1.01970,50
8/8/2022,16:13:57.900,1.01970,150
8/8/2022,16:13:58.959,1.01971,100
8/8/2022,16:14:01.074,1.01972,50
8/8/2022,16:14:02.131,1.01974,200
8/8/2022,16:14:03.190,1.01974,100
8/8/2022,16:14:04.248,1.01974,150
8/8/2022,16:14:05.305,1.01974,100
8/8/2022,16:14:08.480,1.01973,150
8/8/2022,16:14:09.537,1.01975,200
8/8/2022,16:14:10.596,1.01975,250
8/8/2022,16:14:12.711,1.01974,150
8/8/2022,16:14:14.826,1.01970,200
8/8/2022,16:14:15.884,1.01970,300
8/8/2022,16:14:16.942,1.01971,100
8/8/2022,16:14:18.001,1.01972,150
8/8/2022,16:14:19.060,1.01975,152
8/8/2022,16:14:20.118,1.01981,200
8/8/2022,16:14:23.294,1.01974,150
8/8/2022,16:14:25.412,1.01976,200
8/8/2022,16:14:26.470,1.01978,100
8/8/2022,16:14:27.529,1.01978,150
8/8/2022,16:14:29.646,1.01990,150
8/8/2022,16:14:30.705,1.01996,150
8/8/2022,16:14:31.763,1.01993,150
8/8/2022,16:14:32.822,1.01995,200
8/8/2022,16:14:38.112,1.01995,150
8/8/2022,16:14:40.228,1.01995,149
8/8/2022,16:14:41.286,1.01993,99
8/8/2022,16:14:42.342,1.01993,149
8/8/2022,16:14:43.399,1.01993,200
8/8/2022,16:14:45.512,1.01993,150
8/8/2022,16:14:46.569,1.01999,100
8/8/2022,16:14:47.625,1.01994,200
8/8/2022,16:14:48.681,1.01996,100
8/8/2022,16:14:49.737,1.01995,150
8/8/2022,16:14:51.850,1.01998,150
8/8/2022,16:14:56.080,1.01996,250
8/8/2022,16:14:57.139,1.01996,200
8/8/2022,16:14:58.197,1.01998,150
8/8/2022,16:15:02.431,1.02004,50
8/8/2022,16:15:03.489,1.02004,150
8/8/2022,16:15:04.547,1.02003,150
8/8/2022,16:15:07.721,1.02004,100
8/8/2022,16:15:08.779,1.02006,100
8/8/2022,16:15:09.836,1.02006,150
8/8/2022,16:15:10.892,1.02008,100
8/8/2022,16:15:11.950,1.02008,150
8/8/2022,16:15:16.181,1.02013,150
8/8/2022,16:15:18.297,1.02012,150
8/8/2022,16:15:21.471,1.02012,200
8/8/2022,16:15:22.528,1.02012,150
8/8/2022,16:15:23.587,1.02013,150
8/8/2022,16:15:29.934,1.02018,150
8/8/2022,16:15:37.335,1.02019,100
8/8/2022,16:15:38.393,1.02024,210
8/8/2022,16:15:39.450,1.02023,128
8/8/2022,16:15:40.507,1.02024,128
8/8/2022,16:15:41.564,1.02024,150
8/8/2022,16:15:44.737,1.02024,250
8/8/2022,16:15:45.794,1.02024,300
8/8/2022,16:15:46.851,1.02024,150
8/8/2022,16:15:48.965,1.02030,400
8/8/2022,16:15:50.021,1.02032,200
8/8/2022,16:15:51.078,1.02030,200
8/8/2022,16:15:52.135,1.02032,200
8/8/2022,16:15:55.306,1.02030,100
8/8/2022,16:15:56.364,1.02031,100
8/8/2022,16:15:57.421,1.02030,100
8/8/2022,16:15:58.477,1.02030,250
8/8/2022,16:15:59.535,1.02031,100
8/8/2022,16:16:00.593,1.02027,200
8/8/2022,16:16:01.652,1.02025,100
8/8/2022,16:16:02.709,1.02025,4
8/8/2022,16:16:03.767,1.02026,4
8/8/2022,16:16:12.227,1.02027,4
8/8/2022,16:16:13.283,1.02032,4
8/8/2022,16:16:15.395,1.02034,4
8/8/2022,16:16:16.450,1.02033,150
8/8/2022,16:16:17.507,1.02034,50
8/8/2022,16:16:18.563,1.02032,300
8/8/2022,16:16:23.853,1.02032,50
8/8/2022,16:16:34.434,1.02031,200
8/8/2022,16:16:35.492,1.02032,50
8/8/2022,16:16:37.609,1.02033,250
8/8/2022,16:16:38.667,1.02033,200
8/8/2022,16:16:39.725,1.02033,100
8/8/2022,16:16:42.899,1.02041,149
8/8/2022,16:16:43.957,1.02040,100
8/8/2022,16:16:45.015,1.02039,199
8/8/2022,16:16:47.131,1.02039,49
8/8/2022,16:16:48.189,1.02039,150
8/8/2022,16:16:49.246,1.02037,50
8/8/2022,16:16:50.303,1.02038,100
8/8/2022,16:16:52.417,1.02037,250
8/8/2022,16:16:53.473,1.02040,50
8/8/2022,16:16:54.530,1.02042,50
8/8/2022,16:16:56.645,1.02043,250
8/8/2022,16:17:00.874,1.02043,100
8/8/2022,16:17:01.931,1.02037,250
8/8/2022,16:17:02.988,1.02038,150
8/8/2022,16:17:05.104,1.02033,150
8/8/2022,16:17:06.161,1.02033,250
8/8/2022,16:17:06.934,1.02033,249
8/8/2022,16:17:07.218,1.02033,200
8/8/2022,16:17:09.333,1.02032,200
8/8/2022,16:17:12.503,1.02030,50
8/8/2022,16:17:14.616,1.02029,100
8/8/2022,16:17:15.673,1.02030,200
8/8/2022,16:17:16.729,1.02030,250
8/8/2022,16:17:17.786,1.02037,50
8/8/2022,16:17:18.843,1.02044,300
8/8/2022,16:17:19.900,1.02045,50
8/8/2022,16:17:20.958,1.02046,100
8/8/2022,16:17:22.016,1.02044,100
8/8/2022,16:17:23.073,1.02041,100
8/8/2022,16:17:24.132,1.02044,100
8/8/2022,16:17:26.247,1.02047,50
8/8/2022,16:17:32.596,1.02052,150
8/8/2022,16:17:33.655,1.02048,100
8/8/2022,16:17:34.713,1.02049,100
8/8/2022,16:17:36.831,1.02045,150
8/8/2022,16:17:37.889,1.02042,300
8/8/2022,16:17:38.948,1.02042,200
8/8/2022,16:17:40.006,1.02044,200
8/8/2022,16:17:41.064,1.02047,50
8/8/2022,16:17:45.292,1.02042,50
8/8/2022,16:17:50.580,1.02038,50
8/8/2022,16:17:51.639,1.02037,150
8/8/2022,16:17:52.635,1.02037,90
8/8/2022,16:17:52.697,1.02037,150
8/8/2022,16:17:54.813,1.02037,50
8/8/2022,16:17:57.985,1.02037,150
8/8/2022,16:17:59.042,1.02037,50
8/8/2022,16:18:01.157,1.02032,150
8/8/2022,16:18:01.345,1.02032,149
8/8/2022,16:18:02.215,1.02036,50
8/8/2022,16:18:03.272,1.02037,50
8/8/2022,16:18:05.388,1.02033,150
8/8/2022,16:18:06.445,1.02037,50
8/8/2022,16:18:07.502,1.02036,150
8/8/2022,16:18:08.560,1.02033,150
8/8/2022,16:18:09.617,1.02036,150
8/8/2022,16:18:10.675,1.02036,50
8/8/2022,16:18:11.732,1.02035,50
8/8/2022,16:18:12.790,1.02029,150
8/8/2022,16:18:14.902,1.02029,50
8/8/2022,16:18:15.960,1.02027,100
8/8/2022,16:18:18.073,1.02022,150
8/8/2022,16:18:19.130,1.02025,100
8/8/2022,16:18:20.186,1.02026,100
8/8/2022,16:18:21.245,1.02026,150
8/8/2022,16:18:22.303,1.02026,100
8/8/2022,16:18:24.421,1.02026,50
8/8/2022,16:18:26.538,1.02025,50
8/8/2022,16:18:27.596,1.02028,100
8/8/2022,16:18:29.713,1.02034,50
8/8/2022,16:18:31.830,1.02033,50
8/8/2022,16:18:32.888,1.02033,150
8/8/2022,16:18:33.947,1.02029,50
8/8/2022,16:18:38.179,1.02027,50
8/8/2022,16:18:40.296,1.02028,100
8/8/2022,16:18:44.523,1.02022,50
8/8/2022,16:18:45.580,1.02022,250
8/8/2022,16:18:46.638,1.02028,100
8/8/2022,16:18:47.696,1.02025,100
8/8/2022,16:18:49.811,1.02026,100
8/8/2022,16:18:51.928,1.02022,200
8/8/2022,16:18:52.985,1.02029,100
8/8/2022,16:18:58.275,1.02030,196
8/8/2022,16:18:59.333,1.02033,46
8/8/2022,16:19:00.390,1.02034,96
8/8/2022,16:19:01.448,1.02032,400
8/8/2022,16:19:02.505,1.02032,200
8/8/2022,16:19:04.620,1.02030,100
8/8/2022,16:19:05.678,1.02028,50
8/8/2022,16:19:06.735,1.02027,250
8/8/2022,16:19:07.793,1.02030,100
8/8/2022,16:19:09.908,1.02031,50
8/8/2022,16:19:10.965,1.02034,150
8/8/2022,16:19:14.138,1.02038,50
8/8/2022,16:19:15.196,1.02037,50
8/8/2022,16:19:16.255,1.02046,250
8/8/2022,16:19:17.314,1.02049,150
8/8/2022,16:19:18.372,1.02052,150
8/8/2022,16:19:19.430,1.02053,100
8/8/2022,16:19:20.489,1.02052,150
8/8/2022,16:19:21.547,1.02052,50
8/8/2022,16:19:22.606,1.02053,100
8/8/2022,16:19:23.664,1.02053,150
8/8/2022,16:19:24.722,1.02055,100
8/8/2022,16:19:25.780,1.02057,50
8/8/2022,16:19:30.010,1.02062,50
8/8/2022,16:19:31.068,1.02062,49
8/8/2022,16:19:32.126,1.02058,150
8/8/2022,16:19:36.360,1.02056,250
8/8/2022,16:19:38.477,1.02057,50
8/8/2022,16:19:40.594,1.02053,250
8/8/2022,16:19:41.653,1.02057,50
8/8/2022,16:19:45.888,1.02058,50
8/8/2022,16:19:46.946,1.02057,250
8/8/2022,16:19:49.064,1.02062,50
8/8/2022,16:19:50.123,1.02057,50
8/8/2022,16:19:52.238,1.02053,200
8/8/2022,16:19:53.295,1.02053,50
8/8/2022,16:19:55.409,1.02052,150
8/8/2022,16:19:56.467,1.02052,50
8/8/2022,16:19:57.525,1.02049,150
8/8/2022,16:19:58.583,1.02044,50
8/8/2022,16:19:59.642,1.02043,200
8/8/2022,16:20:00.701,1.02044,50
8/8/2022,16:20:01.760,1.02042,200
8/8/2022,16:20:02.818,1.02043,50
8/8/2022,16:20:03.874,1.02047,150
8/8/2022,16:20:04.930,1.02047,100
8/8/2022,16:20:05.987,1.02047,250
8/8/2022,16:20:07.044,1.02047,50
8/8/2022,16:20:08.100,1.02042,150
8/8/2022,16:20:09.156,1.02042,250
8/8/2022,16:20:11.268,1.02041,300
8/8/2022,16:20:12.324,1.02042,150
8/8/2022,16:20:18.668,1.02046,100
8/8/2022,16:20:19.724,1.02045,100
8/8/2022,16:20:21.837,1.02037,50
8/8/2022,16:20:22.896,1.02036,150
8/8/2022,16:20:23.954,1.02035,100
8/8/2022,16:20:25.011,1.02033,250
8/8/2022,16:20:25.014,1.02033,249
8/8/2022,16:20:26.069,1.02033,250
8/8/2022,16:20:27.127,1.02027,50
8/8/2022,16:20:30.300,1.02029,50
8/8/2022,16:20:31.358,1.02030,150
8/8/2022,16:20:32.416,1.02029,50
8/8/2022,16:20:34.530,1.02030,50
8/8/2022,16:20:35.586,1.02028,150
8/8/2022,16:20:37.699,1.02030,50
8/8/2022,16:20:38.755,1.02036,100
8/8/2022,16:20:40.868,1.02037,50
8/8/2022,16:20:41.924,1.02038,150
8/8/2022,16:20:42.980,1.02037,50
8/8/2022,16:20:44.037,1.02036,50
8/8/2022,16:20:46.151,1.02029,150
8/8/2022,16:20:47.208,1.02030,50
8/8/2022,16:20:48.266,1.02031,50
8/8/2022,16:20:49.322,1.02027,200
8/8/2022,16:20:51.439,1.02029,100
8/8/2022,16:20:53.554,1.02029,50
8/8/2022,16:20:54.611,1.02028,300
8/8/2022,16:20:55.667,1.02031,50
8/8/2022,16:20:56.725,1.02032,50
8/8/2022,16:20:57.782,1.02031,150
8/8/2022,16:20:58.838,1.02032,50
